full_name,age,monthly_income,loan_amount,loan_term_months,credit_history_years,late_payments_12m,existing_debt,num_credit_cards,credit_utilization,employment_years,employment_type,home_ownership,loan_purpose,collateral_type,number_of_dependents,recent_credit_inquiries,default
KH_08871,50,52699849.0,78392428.0,12,15.36,0,54565156.0,8,0.142,1.75,full_time,rent,education,vehicle,1,1,0
KH_08872,63,53595642.0,297477465.0,24,19.04,1,29716666.0,0,0.12,2.21,self_employed,rent,home,vehicle,1,1,0
KH_08873,65,10717982.0,26929119.0,36,5.43,0,9966357.0,2,0.318,17.19,full_time,rent,vehicle,none,0,1,0
KH_08874,39,74835351.0,464855608.0,6,16.38,0,101512826.0,6,0.262,25.56,full_time,rent,personal,none,4,0,0
KH_08875,31,17063315.0,50748884.0,18,9.18,1,212156114.0,0,0.44,22.83,full_time,own,vehicle,none,2,2,0
KH_08876,35,15525790.0,106759448.0,12,19.71,1,23177401.0,7,0.419,10.74,part_time,own,business,vehicle,0,2,0
KH_08877,34,4423186.0,266959874.0,84,15.8,0,30577594.0,3,0.271,4.68,full_time,rent,personal,none,1,0,0
KH_08878,37,22252643.0,346020787.0,48,17.16,2,108358388.0,0,0.316,21.86,part_time,own,personal,none,2,1,0
KH_08879,35,8901250.0,134176657.0,6,0.48,0,21822729.0,6,0.436,13.61,contract,rent,education,real_estate,0,1,0
KH_08880,44,23470322.0,49873010.0,60,21.33,3,82520080.0,4,0.829,12.44,full_time,rent,home,none,1,1,1
KH_08881,20,8460044.0,46266589.0,60,16.57,1,32746517.0,8,0.223,2.62,full_time,rent,home,vehicle,4,0,0
KH_08882,33,57909222.0,55210387.0,48,5.09,1,15623430.0,5,0.585,20.64,part_time,rent,debt_consolidation,none,2,1,0
KH_08883,35,25761853.0,448396431.0,60,12.93,1,19630317.0,3,0.416,2.64,unemployed,rent,home,vehicle,0,4,1
KH_08884,26,79224713.0,64983669.0,24,6.06,1,33564269.0,5,0.513,29.9,contract,rent,business,vehicle,0,1,0
KH_08885,68,9257242.0,118497631.0,18,3.82,0,36239019.0,0,0.315,12.98,self_employed,own,vehicle,none,3,1,0
KH_08886,56,49271128.0,37062884.0,60,11.19,2,11134180.0,6,0.677,14.58,self_employed,rent,vehicle,guarantor,2,1,0
KH_08887,69,5576764.0,33680444.0,60,17.77,0,42593145.0,3,0.103,22.65,full_time,own,home,savings,0,1,0
KH_08888,50,20606794.0,92041822.0,18,19.28,0,3854129.0,4,0.141,23.21,part_time,family,personal,vehicle,2,0,0
KH_08889,24,11939076.0,68290931.0,36,23.79,1,68580685.0,4,0.047,6.77,contract,own,business,guarantor,2,1,1
KH_08890,69,13452971.0,72665002.0,36,15.92,0,75839734.0,6,0.534,2.14,full_time,mortgage,business,savings,2,2,0
KH_08891,44,12866784.0,25600204.0,24,0.94,1,16299036.0,2,0.498,13.5,full_time,own,debt_consolidation,real_estate,2,1,0
KH_08892,57,9932441.0,84550204.0,36,9.86,1,37058923.0,1,0.403,13.15,full_time,own,personal,savings,0,3,0
KH_08893,39,7937309.0,335858289.0,12,10.43,1,22551731.0,5,0.349,21.55,full_time,own,personal,none,2,1,1
KH_08894,46,13501413.0,43585624.0,24,24.43,1,23503261.0,7,0.721,9.54,full_time,own,personal,none,5,3,0
KH_08895,45,19410035.0,192988306.0,18,3.95,1,27062935.0,1,0.04,26.53,contract,own,personal,real_estate,2,4,0
KH_08896,34,38350712.0,5000000.0,6,22.89,0,30417952.0,1,0.55,11.21,full_time,own,business,none,0,0,0
KH_08897,49,21809584.0,45504729.0,36,5.48,1,20825513.0,8,0.245,23.54,contract,rent,vehicle,real_estate,3,1,0
KH_08898,59,38421719.0,17742761.0,24,16.4,0,45211496.0,2,0.378,4.78,full_time,rent,personal,guarantor,1,1,0
KH_08899,19,6886457.0,257387526.0,24,12.09,1,158472410.0,1,0.22,7.26,full_time,rent,education,none,4,0,1
KH_08900,25,13584666.0,189951872.0,12,24.36,0,55695342.0,5,0.378,0.51,full_time,mortgage,vehicle,none,4,0,1
KH_08901,66,28574793.0,37360963.0,24,7.47,2,28945759.0,6,0.152,23.69,part_time,own,debt_consolidation,none,1,1,0
KH_08902,50,22498435.0,115087792.0,18,11.83,0,118874772.0,3,0.395,24.79,full_time,rent,personal,savings,0,2,0
KH_08903,73,10284192.0,249950447.0,6,16.32,1,110398804.0,6,0.387,7.64,part_time,own,education,none,2,2,1
KH_08904,52,33033313.0,285266151.0,48,4.3,0,84536888.0,1,0.509,2.78,full_time,rent,business,savings,1,1,1
KH_08905,55,12743791.0,63744800.0,36,6.03,0,53062784.0,4,0.441,15.27,full_time,family,personal,guarantor,2,2,0
KH_08906,69,10859991.0,13767103.0,36,18.04,0,53696991.0,4,0.156,24.3,full_time,own,vehicle,none,3,1,0
KH_08907,55,24702089.0,41932060.0,36,19.81,2,68128114.0,2,0.414,20.35,full_time,rent,home,none,0,0,0
KH_08908,36,18072326.0,172609631.0,24,16.16,0,113212554.0,0,0.604,17.89,full_time,rent,business,none,3,0,1
KH_08909,48,12813237.0,535858277.0,12,4.97,0,17682752.0,3,0.03,15.68,contract,own,home,vehicle,0,0,1
KH_08910,31,12533527.0,85938628.0,24,5.06,0,30371747.0,3,0.245,2.94,full_time,mortgage,home,none,1,0,0
KH_08911,37,8980036.0,53732130.0,48,22.81,1,86767092.0,6,0.64,4.36,full_time,rent,debt_consolidation,none,2,0,0
KH_08912,56,13917338.0,691779273.0,36,22.12,1,39048148.0,1,0.208,28.43,full_time,family,personal,vehicle,0,4,1
KH_08913,26,36795586.0,127062924.0,48,10.63,0,38419241.0,3,0.178,24.65,part_time,own,personal,none,3,1,0
KH_08914,56,21101193.0,31696519.0,60,13.76,0,83982363.0,3,0.262,7.96,full_time,own,business,guarantor,1,0,0
KH_08915,51,33564129.0,81348158.0,18,1.23,2,13704061.0,3,0.083,21.22,full_time,mortgage,medical,none,2,3,0
KH_08916,35,25174116.0,210555267.0,60,16.56,3,90396409.0,1,0.447,8.31,full_time,own,vehicle,none,0,1,0
KH_08917,20,12090400.0,84774231.0,36,2.78,0,14093265.0,4,0.681,9.26,full_time,own,business,savings,0,3,0
KH_08918,58,6162176.0,176799473.0,36,2.17,1,24332623.0,8,0.202,26.36,self_employed,mortgage,vehicle,real_estate,1,1,0
KH_08919,64,9854384.0,23001361.0,24,13.52,0,7302515.0,5,0.035,4.71,part_time,rent,business,savings,1,3,0
KH_08920,59,11635590.0,26596022.0,24,21.53,3,22129099.0,8,0.578,15.95,full_time,rent,vehicle,none,2,0,1
KH_08921,41,11065065.0,48191470.0,12,22.77,0,61990096.0,7,0.524,12.98,full_time,own,vehicle,none,2,0,0
KH_08922,55,34056970.0,70806110.0,6,10.36,3,42416522.0,8,0.453,4.67,full_time,mortgage,personal,none,3,2,0
KH_08923,41,33826830.0,119541808.0,24,12.65,2,27448528.0,8,0.7,1.84,full_time,mortgage,debt_consolidation,vehicle,0,1,1
KH_08924,38,75799639.0,154633203.0,12,13.95,0,54215942.0,6,0.487,28.58,full_time,rent,education,none,3,2,0
KH_08925,36,10956720.0,732165375.0,12,11.71,1,54909835.0,0,0.678,8.85,full_time,rent,personal,none,4,2,1
KH_08926,30,50841511.0,48040115.0,6,18.02,0,11983872.0,2,0.488,3.31,part_time,rent,debt_consolidation,none,0,2,1
KH_08927,73,50637654.0,68918112.0,120,19.15,0,104621074.0,7,0.378,3.28,full_time,family,business,none,1,1,0
KH_08928,55,15477701.0,49193068.0,18,11.4,2,62481974.0,2,0.758,21.3,full_time,rent,debt_consolidation,vehicle,0,1,0
KH_08929,27,24487989.0,225267765.0,120,5.4,1,8230839.0,6,0.522,20.53,full_time,rent,vehicle,vehicle,2,3,0
KH_08930,67,40320030.0,235961228.0,36,20.33,1,177130724.0,7,0.431,22.18,full_time,own,education,real_estate,2,0,0
KH_08931,26,17323618.0,61516318.0,12,16.44,1,26511908.0,8,0.096,16.79,full_time,own,education,none,0,1,0
KH_08932,51,16472908.0,520970609.0,12,10.94,2,12125282.0,4,0.46,20.6,full_time,rent,personal,none,4,0,1
KH_08933,27,11972381.0,49266558.0,12,5.8,0,9763718.0,3,0.41,1.03,part_time,mortgage,vehicle,vehicle,1,4,0
KH_08934,38,4000000.0,215991676.0,24,10.14,0,7307293.0,8,0.148,1.09,full_time,own,debt_consolidation,none,0,2,1
KH_08935,55,18843694.0,309870308.0,12,21.44,0,21625513.0,8,0.641,13.96,part_time,family,education,vehicle,2,0,0
KH_08936,74,11347037.0,28288825.0,60,8.68,4,16612289.0,3,0.35,26.01,full_time,rent,business,none,2,1,0
KH_08937,74,8947688.0,147053596.0,24,22.16,1,11425369.0,1,0.543,19.67,full_time,family,debt_consolidation,vehicle,2,2,0
KH_08938,69,23683920.0,8877505.0,36,6.05,0,25493754.0,8,0.401,22.59,full_time,family,education,none,0,1,0
KH_08939,31,7007765.0,181342983.0,24,4.96,1,160686257.0,3,0.727,26.92,self_employed,rent,vehicle,none,0,2,1
KH_08940,23,30396385.0,35284533.0,36,1.78,3,17386686.0,4,0.196,28.24,unemployed,rent,business,none,1,0,1
KH_08941,69,24648383.0,145788777.0,120,3.89,0,25208507.0,3,0.568,26.04,full_time,own,vehicle,savings,2,1,0
KH_08942,70,13877186.0,170980589.0,24,6.78,0,61820517.0,0,0.396,18.88,full_time,own,debt_consolidation,real_estate,3,4,0
KH_08943,33,17274304.0,233207211.0,24,18.68,2,212484243.0,0,0.436,23.92,part_time,rent,vehicle,none,3,0,1
KH_08944,19,8303923.0,191807587.0,120,13.77,0,42186973.0,1,0.203,24.81,full_time,rent,business,none,0,3,1
KH_08945,54,29314781.0,94379172.0,120,16.53,1,55284559.0,3,0.014,4.16,part_time,rent,personal,vehicle,2,1,0
KH_08946,22,20331238.0,65131261.0,48,2.26,2,81342626.0,5,0.281,19.49,full_time,mortgage,personal,none,0,1,0
KH_08947,20,21339808.0,84485400.0,48,15.09,1,56921242.0,2,0.378,18.23,self_employed,mortgage,education,vehicle,2,0,0
KH_08948,71,24943182.0,34855411.0,24,16.6,1,6649330.0,2,0.263,26.57,full_time,family,debt_consolidation,real_estate,0,2,0
KH_08949,46,11855617.0,75179224.0,36,12.22,1,16246157.0,7,0.247,20.61,full_time,rent,business,none,5,0,0
KH_08950,24,6705874.0,70296244.0,24,15.82,0,70837713.0,5,0.55,4.86,full_time,rent,vehicle,real_estate,0,0,1
KH_08951,55,33536309.0,46054430.0,36,3.54,2,20452358.0,4,0.054,12.35,self_employed,rent,home,none,3,2,0
KH_08952,39,28163836.0,20487100.0,60,13.0,1,9520658.0,3,0.457,18.19,full_time,family,vehicle,savings,0,2,0
KH_08953,48,12709993.0,30399129.0,24,17.39,0,26670973.0,0,0.39,5.81,part_time,rent,personal,none,3,0,0
KH_08954,69,23483391.0,6185543.0,36,3.42,2,60700826.0,1,0.646,16.05,full_time,rent,debt_consolidation,vehicle,3,1,0
KH_08955,31,40774402.0,69276958.0,48,4.27,1,58240088.0,3,0.057,16.27,self_employed,rent,personal,none,2,2,1
KH_08956,54,37732707.0,122270221.0,12,18.29,1,36695942.0,6,0.4,5.53,full_time,rent,business,guarantor,0,3,0
KH_08957,65,12471032.0,9203910.0,36,13.48,0,5524181.0,2,0.293,4.6,part_time,rent,vehicle,none,2,1,0
KH_08958,42,6839243.0,110059071.0,48,5.06,0,42966971.0,7,0.34,5.81,full_time,rent,debt_consolidation,savings,2,3,1
KH_08959,73,7645995.0,81101920.0,6,8.83,1,9589586.0,1,0.225,12.61,part_time,mortgage,vehicle,none,0,1,1
KH_08960,43,14698565.0,33101125.0,18,22.1,0,61027965.0,7,0.489,18.3,full_time,family,personal,vehicle,3,1,0
KH_08961,44,46566337.0,62382528.0,6,8.91,0,50744978.0,4,0.509,10.32,full_time,family,education,real_estate,0,1,0
KH_08962,68,11210852.0,219860490.0,6,8.4,1,20253073.0,2,0.425,27.16,self_employed,own,education,none,3,1,0
KH_08963,54,12216148.0,39320616.0,24,20.46,0,9104820.0,2,0.4,7.16,full_time,own,personal,none,2,1,0
KH_08964,67,12053795.0,96238846.0,48,5.96,0,108802886.0,2,0.306,14.83,full_time,rent,personal,savings,0,1,0
KH_08965,63,12740001.0,120833817.0,24,11.74,1,46940880.0,4,0.736,5.51,self_employed,own,home,none,2,3,0
KH_08966,58,17869124.0,44742931.0,36,7.28,0,13767958.0,5,0.428,20.96,self_employed,rent,business,none,0,0,0
KH_08967,31,7832950.0,212053802.0,12,12.31,4,153010977.0,4,0.092,16.35,full_time,rent,medical,none,1,0,1
KH_08968,40,36423193.0,126858777.0,60,6.15,1,36566631.0,0,0.167,1.47,part_time,family,personal,none,1,2,0
KH_08969,67,16382899.0,72652324.0,24,22.64,3,18330708.0,2,0.461,9.99,contract,mortgage,business,real_estate,2,1,0
KH_08970,53,90180141.0,670862415.0,48,3.66,1,101025293.0,0,0.478,5.58,full_time,rent,debt_consolidation,none,3,4,1
KH_08971,33,8394281.0,212831621.0,12,13.89,0,77765519.0,1,0.479,4.43,full_time,rent,vehicle,none,3,0,0
KH_08972,36,50591560.0,21468203.0,60,15.28,2,63033721.0,8,0.132,2.14,self_employed,own,personal,none,2,0,0
KH_08973,62,44466952.0,64652442.0,36,20.07,0,44838144.0,5,0.498,16.11,full_time,rent,education,guarantor,3,2,0
KH_08974,28,13773923.0,732494540.0,120,2.22,2,11440404.0,5,0.341,9.52,full_time,rent,education,real_estate,1,0,1
KH_08975,24,13923560.0,39054395.0,24,21.96,1,12041452.0,5,0.491,20.81,full_time,rent,education,savings,0,2,0
KH_08976,61,9890040.0,95220323.0,60,6.99,0,23424866.0,1,0.363,3.9,self_employed,own,vehicle,none,1,3,1
KH_08977,34,9964092.0,256250131.0,24,17.35,1,4821863.0,2,0.215,4.12,self_employed,rent,business,vehicle,2,0,1
KH_08978,61,17992912.0,156692145.0,12,1.49,1,46472787.0,5,0.527,23.58,self_employed,rent,education,vehicle,3,0,0
KH_08979,48,18243779.0,177116660.0,36,3.85,1,32276607.0,1,0.817,21.43,self_employed,rent,home,vehicle,1,3,0
KH_08980,74,6352452.0,168470782.0,12,13.48,1,36802476.0,1,0.436,27.45,full_time,rent,personal,none,1,0,1
KH_08981,47,79929917.0,91963659.0,48,2.96,3,167342319.0,6,0.531,10.24,full_time,mortgage,personal,none,2,0,1
KH_08982,67,15205935.0,45894369.0,24,11.84,2,11136556.0,4,0.349,6.75,self_employed,own,business,vehicle,1,2,0
KH_08983,66,18784269.0,130237438.0,48,10.74,1,40083232.0,7,0.57,16.48,contract,rent,vehicle,none,2,1,0
KH_08984,30,11980944.0,63908319.0,24,11.63,2,11220638.0,7,0.484,12.03,full_time,own,business,none,5,4,0
KH_08985,74,15132058.0,59779402.0,36,1.21,1,125073750.0,4,0.432,7.27,self_employed,own,home,real_estate,0,0,0
KH_08986,60,14264173.0,317320015.0,48,18.18,1,12507520.0,8,0.316,23.87,full_time,rent,education,none,3,0,0
KH_08987,24,17965747.0,65102508.0,36,7.87,0,232385173.0,4,0.213,0.67,full_time,rent,home,guarantor,2,1,1
KH_08988,18,17830105.0,383761211.0,36,17.24,0,13330384.0,1,0.671,22.73,unemployed,rent,medical,none,1,1,1
KH_08989,33,30372418.0,111950976.0,36,5.24,1,47736063.0,1,0.15,6.8,part_time,own,education,guarantor,1,2,0
KH_08990,18,20864825.0,78612766.0,36,5.85,1,58297137.0,8,0.447,4.27,full_time,rent,personal,none,0,2,1
KH_08991,38,28450215.0,19199461.0,48,0.05,0,83056540.0,7,0.074,11.18,full_time,own,personal,none,0,2,0
KH_08992,74,17885579.0,545491400.0,24,21.72,2,11975368.0,5,0.803,11.26,full_time,mortgage,personal,guarantor,4,0,0
KH_08993,45,20919587.0,89544486.0,12,9.62,1,10672766.0,3,0.17,4.06,full_time,family,personal,guarantor,3,0,1
KH_08994,19,15387001.0,13061211.0,48,3.04,0,21975089.0,8,0.837,9.95,full_time,rent,business,real_estate,4,0,0
KH_08995,46,34549545.0,208382734.0,36,6.18,1,69984605.0,2,0.637,21.61,full_time,mortgage,business,guarantor,2,1,1
KH_08996,30,22199646.0,86241080.0,60,3.3,2,35203197.0,4,0.303,29.53,full_time,mortgage,personal,none,0,1,0
KH_08997,66,16242367.0,40779644.0,84,2.23,1,103108491.0,3,0.243,27.92,full_time,mortgage,business,none,1,1,0
KH_08998,23,15930415.0,198604532.0,60,1.17,2,15204494.0,1,0.538,9.42,unemployed,rent,business,savings,2,3,1
KH_08999,61,16766221.0,10312813.0,36,18.85,0,27168153.0,1,0.525,11.35,self_employed,own,personal,none,3,1,0
KH_09000,43,18359742.0,49049439.0,48,14.92,2,32410110.0,6,0.163,25.06,full_time,own,vehicle,none,3,0,0
KH_09001,19,17352508.0,69777921.0,24,22.18,0,30772727.0,2,0.437,15.89,self_employed,rent,medical,savings,0,0,0
KH_09002,56,12517463.0,185706863.0,6,24.58,2,63040674.0,6,0.37,29.84,full_time,mortgage,personal,none,3,0,0
KH_09003,43,29593570.0,604271429.0,48,15.43,1,120770675.0,3,0.419,20.08,full_time,own,debt_consolidation,savings,3,0,0
KH_09004,61,30834098.0,73094723.0,48,13.38,1,19465879.0,8,0.174,23.07,self_employed,rent,personal,vehicle,3,2,0
KH_09005,53,57390495.0,133054955.0,6,23.95,0,22003675.0,2,0.358,22.52,self_employed,rent,business,none,2,1,0
KH_09006,62,12158305.0,930702541.0,60,23.05,0,47178993.0,3,0.425,22.62,full_time,rent,education,none,2,0,1
KH_09007,44,27758912.0,90363096.0,60,4.97,1,48915432.0,2,0.641,13.07,part_time,mortgage,debt_consolidation,savings,1,1,0
KH_09008,18,5204026.0,133991835.0,24,14.32,1,102955546.0,3,0.026,8.67,full_time,rent,education,savings,4,0,1
KH_09009,25,30853486.0,31439369.0,6,19.57,0,38446674.0,4,0.462,3.58,full_time,rent,debt_consolidation,none,1,0,1
KH_09010,44,6983801.0,475849562.0,60,21.93,0,28556256.0,6,0.31,17.76,self_employed,rent,business,none,3,2,1
KH_09011,40,9493018.0,49096109.0,12,10.65,0,201350586.0,6,0.574,29.93,self_employed,own,personal,none,1,1,1
KH_09012,63,22338647.0,113079970.0,18,15.77,1,48713374.0,1,0.51,4.18,full_time,rent,vehicle,real_estate,4,5,0
KH_09013,41,12017902.0,110388956.0,36,12.1,0,71657311.0,4,0.122,2.78,full_time,mortgage,personal,none,2,0,1
KH_09014,67,10995015.0,96770989.0,60,15.57,1,7229658.0,1,0.062,12.25,full_time,own,vehicle,none,2,2,0
KH_09015,28,13134487.0,62217919.0,48,16.31,1,30501378.0,8,0.306,12.86,full_time,mortgage,medical,none,0,0,0
KH_09016,39,28922755.0,110491321.0,36,14.42,0,108357481.0,0,0.064,20.4,full_time,mortgage,home,guarantor,2,1,0
KH_09017,61,9815797.0,400837065.0,60,19.24,0,39268629.0,0,0.303,3.92,full_time,own,home,savings,0,2,0
KH_09018,25,17377410.0,625532664.0,36,1.62,0,32697598.0,2,0.175,25.61,self_employed,rent,education,vehicle,2,1,0
KH_09019,36,14072819.0,77551189.0,36,1.54,2,5305052.0,4,0.282,22.05,self_employed,rent,personal,guarantor,2,1,0
KH_09020,60,30670484.0,61421865.0,12,20.13,2,30733005.0,5,0.685,22.86,full_time,own,debt_consolidation,vehicle,4,1,0
KH_09021,51,31234426.0,45257116.0,24,9.73,0,122485668.0,3,0.239,18.44,full_time,own,home,vehicle,0,1,0
KH_09022,62,5459944.0,882734906.0,24,9.28,2,35446284.0,6,0.387,23.63,full_time,family,education,none,3,0,1
KH_09023,47,35505687.0,100415777.0,6,19.59,4,56532267.0,1,0.379,19.96,contract,own,business,none,4,2,0
KH_09024,66,12102117.0,232199254.0,24,13.87,1,25473229.0,2,0.465,6.44,self_employed,rent,personal,none,1,0,1
KH_09025,68,20988228.0,162710283.0,18,13.4,0,25245950.0,0,0.652,25.39,full_time,own,medical,none,2,1,0
KH_09026,73,9777473.0,588131825.0,12,23.64,1,37270799.0,5,0.721,7.95,part_time,mortgage,home,none,3,3,1
KH_09027,24,22910819.0,72912817.0,36,8.86,3,58001821.0,0,0.209,6.24,self_employed,rent,home,none,2,1,1
KH_09028,51,94514057.0,35121083.0,18,6.62,2,76577816.0,6,0.663,6.4,full_time,rent,personal,none,2,3,0
KH_09029,24,19551057.0,437179410.0,12,1.98,1,71582475.0,6,0.298,10.76,self_employed,family,personal,vehicle,1,1,1
KH_09030,31,13349391.0,193953831.0,48,23.08,1,25229669.0,6,0.426,2.58,part_time,own,debt_consolidation,savings,2,1,0
KH_09031,35,15478732.0,132641541.0,60,0.36,1,43425341.0,5,0.487,15.3,full_time,mortgage,personal,none,2,0,1
KH_09032,54,6927523.0,331863388.0,36,10.7,1,9896882.0,8,0.553,18.42,full_time,own,business,none,2,2,0
KH_09033,42,46163890.0,139231857.0,12,10.49,1,45445734.0,5,0.333,10.0,self_employed,rent,education,savings,2,2,0
KH_09034,67,22059554.0,341799825.0,36,23.26,0,4750107.0,7,0.584,17.75,self_employed,rent,debt_consolidation,none,3,0,0
KH_09035,35,9102855.0,110986967.0,48,12.33,0,7746436.0,2,0.323,1.97,full_time,family,personal,vehicle,0,1,1
KH_09036,53,9297680.0,193730142.0,18,0.72,2,42983344.0,2,0.834,3.09,part_time,mortgage,home,vehicle,2,0,1
KH_09037,61,18179695.0,140786182.0,12,5.79,1,60096726.0,5,0.704,9.07,full_time,own,education,real_estate,0,3,0
KH_09038,73,32988822.0,68259628.0,24,12.63,0,10466216.0,6,0.512,21.04,part_time,rent,education,none,0,1,0
KH_09039,31,8518398.0,75582728.0,24,19.89,2,61155349.0,2,0.121,20.9,full_time,mortgage,home,savings,4,0,0
KH_09040,59,37117473.0,64449166.0,12,1.52,0,29751183.0,4,0.327,19.68,full_time,rent,business,none,1,1,0
KH_09041,22,16959191.0,112783912.0,12,18.82,2,108994068.0,8,0.282,19.26,part_time,rent,personal,none,0,2,0
KH_09042,48,9832700.0,61091798.0,24,4.11,0,150384063.0,5,0.444,29.56,full_time,own,vehicle,none,5,1,1
KH_09043,41,13281512.0,130363187.0,36,4.99,1,3749361.0,0,0.672,16.2,self_employed,rent,debt_consolidation,vehicle,0,2,0
KH_09044,72,56088555.0,126649826.0,36,3.87,0,239693409.0,0,0.354,28.6,self_employed,mortgage,debt_consolidation,vehicle,4,0,0
KH_09045,62,7301159.0,107145817.0,120,4.89,1,87589842.0,8,0.825,23.31,part_time,own,medical,none,2,2,1
KH_09046,70,11185758.0,108739003.0,6,15.88,0,64306832.0,6,0.181,18.63,full_time,rent,education,vehicle,2,3,0
KH_09047,66,33433256.0,55621789.0,48,21.84,0,25195822.0,8,0.464,24.13,unemployed,own,personal,guarantor,3,3,0
KH_09048,41,20719366.0,70819172.0,24,1.09,1,58999633.0,7,0.822,24.25,self_employed,family,personal,savings,2,3,0
KH_09049,59,10762472.0,21753881.0,48,22.91,0,50750671.0,8,0.183,1.02,full_time,family,debt_consolidation,none,0,1,0
KH_09050,19,33699647.0,81281686.0,48,5.17,1,83020809.0,5,0.781,0.82,full_time,mortgage,education,real_estate,3,1,1
KH_09051,49,34756409.0,38934086.0,36,24.87,1,50685369.0,7,0.105,22.8,full_time,family,education,vehicle,1,1,0
KH_09052,20,22326531.0,97972246.0,36,20.56,0,61770493.0,2,0.263,2.34,full_time,own,education,vehicle,1,1,0
KH_09053,59,12089218.0,49033018.0,36,17.28,2,74559105.0,3,0.029,7.17,full_time,rent,business,guarantor,2,1,0
KH_09054,73,13362787.0,15748385.0,48,12.31,0,5101444.0,5,0.368,19.06,full_time,own,vehicle,none,2,2,0
KH_09055,56,21658786.0,610565882.0,12,23.27,2,26641849.0,7,0.187,19.69,full_time,rent,personal,none,0,1,1
KH_09056,65,7672311.0,73928226.0,24,11.73,1,35628255.0,1,0.272,14.14,full_time,rent,education,none,3,4,0
KH_09057,31,42667262.0,307910407.0,60,3.74,0,24246766.0,2,0.477,2.31,full_time,rent,business,none,0,5,1
KH_09058,74,54353427.0,57504800.0,36,8.43,0,109647035.0,3,0.342,6.85,full_time,rent,personal,vehicle,0,1,0
KH_09059,49,15440611.0,381155958.0,12,3.43,0,179135629.0,3,0.602,24.04,contract,mortgage,business,none,1,1,1
KH_09060,56,22688080.0,33813715.0,84,6.21,1,40961250.0,6,0.429,0.27,full_time,own,home,vehicle,0,0,0
KH_09061,61,38905790.0,104526070.0,120,1.4,2,40825318.0,8,0.576,29.97,full_time,rent,debt_consolidation,vehicle,1,1,0
KH_09062,54,64166823.0,35565059.0,36,11.66,1,39839501.0,4,0.381,0.12,contract,rent,business,none,0,3,0
KH_09063,36,49521634.0,820932903.0,36,13.63,0,7418180.0,2,0.363,7.12,part_time,own,medical,none,4,3,0
KH_09064,52,5825660.0,72816124.0,24,12.13,3,14747624.0,1,0.351,8.9,full_time,family,personal,vehicle,0,1,0
KH_09065,55,14662040.0,181997753.0,36,5.73,1,14913269.0,2,0.426,22.9,part_time,rent,business,real_estate,0,1,0
KH_09066,66,24923699.0,131999810.0,84,6.99,2,79469088.0,0,0.085,2.71,self_employed,own,education,none,3,0,0
KH_09067,45,13054469.0,88069070.0,18,14.81,1,23892637.0,6,0.486,15.69,contract,rent,personal,real_estate,1,2,0
KH_09068,46,57349845.0,139752298.0,24,8.01,2,32831306.0,0,0.425,22.64,full_time,own,business,real_estate,1,1,0
KH_09069,46,51907621.0,285746961.0,60,0.82,1,29864171.0,7,0.596,9.62,self_employed,rent,vehicle,vehicle,3,0,0
KH_09070,24,10591133.0,158822101.0,24,17.03,1,27211551.0,4,0.473,3.57,full_time,own,medical,none,1,2,0
KH_09071,23,16196768.0,103326752.0,120,13.13,1,285957646.0,3,0.143,8.93,full_time,own,home,none,3,2,0
KH_09072,19,11058082.0,139942856.0,24,4.24,0,39292404.0,5,0.096,16.56,contract,rent,education,guarantor,0,2,0
KH_09073,55,15855846.0,458331423.0,6,22.49,2,143652949.0,7,0.208,16.7,contract,family,home,none,3,3,1
KH_09074,41,15546581.0,63150505.0,84,6.84,3,17457281.0,4,0.287,13.54,unemployed,family,personal,none,1,1,0
KH_09075,67,33469662.0,18615709.0,18,18.81,0,11604543.0,4,0.1,10.45,full_time,family,personal,none,3,0,0
KH_09076,58,10103377.0,35437970.0,48,1.37,1,86021325.0,0,0.298,3.59,part_time,family,vehicle,savings,4,0,1
KH_09077,26,4000000.0,37750725.0,6,9.47,0,41221844.0,5,0.491,28.44,full_time,own,home,none,1,0,0
KH_09078,23,6343424.0,42551792.0,48,6.17,0,66084535.0,8,0.132,12.41,full_time,own,business,savings,2,5,0
KH_09079,38,9225540.0,43813357.0,18,1.95,0,214098709.0,7,0.471,0.01,contract,rent,vehicle,savings,1,0,1
KH_09080,70,11753749.0,88212620.0,48,10.27,1,42474425.0,3,0.371,0.54,contract,own,personal,none,2,1,1
KH_09081,20,20328729.0,111064922.0,84,6.2,0,52093587.0,3,0.087,21.69,full_time,own,personal,none,2,2,0
KH_09082,28,8921871.0,110055044.0,6,6.99,0,25136140.0,7,0.298,28.68,full_time,own,personal,none,0,1,1
KH_09083,19,8191986.0,48379368.0,24,12.21,2,40239546.0,1,0.099,5.35,full_time,mortgage,business,guarantor,1,2,1
KH_09084,41,9837788.0,209479258.0,48,21.18,3,45841212.0,1,0.055,29.86,self_employed,rent,personal,savings,2,1,0
KH_09085,74,8716316.0,141754561.0,120,6.98,4,57377998.0,7,0.016,8.26,full_time,rent,personal,vehicle,1,1,1
KH_09086,56,12552889.0,345130295.0,24,3.08,0,47017987.0,1,0.485,29.29,self_employed,mortgage,vehicle,vehicle,1,0,1
KH_09087,46,12208531.0,184852194.0,120,19.03,0,7455603.0,5,0.389,13.7,full_time,family,personal,vehicle,1,0,0
KH_09088,26,28170031.0,66867141.0,60,10.46,0,161252885.0,5,0.141,5.18,self_employed,own,debt_consolidation,none,0,1,0
